"","player_name","nameFirst","nameLast","season","pass_defended","total_intercept","total_fumble_forced","total_assist_tackle","total_sack","total_solo_tackle","position","posteam","posteam_type","defteam","total_pos_time_in_minutes_per_game"
"35323","J.Jenkins","Jarvis","Jenkins",2017,1,1,NA,1,NA,3,"DE","KC","away","NYG",34.3522222222222
"35372","J.Jenkins","Jordan","Jenkins",2017,1,NA,NA,NA,NA,4,"LB","LAC","away","NYJ",30.4079710144928
"35421","J.Jenkins","Julian","Jenkins",2017,NA,NA,NA,NA,NA,1,"DE","MIN","home","CHI",29.2646551724138
"35424","J.Jenkins","Janoris","Jenkins",2017,NA,NA,NA,NA,NA,1,"DB","MIN","home","CHI",29.2646551724138
"35436","J.Jenkins","John","Jenkins",2017,NA,NA,NA,1,0,1,"DT","NE","away","NYJ",30.4996031746032
"35470","J.Jenkins","Jelani","Jenkins",2017,1,NA,NA,NA,0,3,"LB","NE","home","NYJ",28.7942857142857
"35477","J.Jenkins","Jarvis","Jenkins",2018,NA,NA,NA,NA,NA,5,"DE","NO","away","NYG",32.8801498127341
"35526","J.Jenkins","Jordan","Jenkins",2017,NA,NA,NA,NA,1,3,"LB","OAK","away","KC",34.1227642276423
"35575","J.Jenkins","Julian","Jenkins",2018,NA,NA,NA,NA,NA,2,"DE","PHI","home","NYG",33.8221568627451
"35578","J.Jenkins","Janoris","Jenkins",2018,NA,NA,NA,NA,NA,2,"DB","PHI","home","NYG",33.8221568627451
"35590","J.Jenkins","John","Jenkins",2017,NA,NA,NA,NA,0,1,"DT","SD","home","KC",31.0240740740741
"35624","J.Jenkins","Jelani","Jenkins",2018,NA,NA,NA,NA,NA,2,"LB","SF","away","KC",29.885632183908
"35631","J.Jenkins","Jarvis","Jenkins",2017,NA,NA,NA,NA,NA,2,"DE","SF","home","NYG",29.1670995670996
"35680","J.Jenkins","Jordan","Jenkins",2017,NA,NA,NA,1,NA,1,"LB","TB","home","NYJ",32.7537878787879
"35729","J.Jenkins","Julian","Jenkins",2017,3,1,NA,NA,NA,1,"DE","WAS","home","NYG",33.9674650698603
"35732","J.Jenkins","Janoris","Jenkins",2017,3,1,NA,NA,NA,1,"DB","WAS","home","NYG",33.9674650698603
"35744","J.Jenkins","John","Jenkins",2018,1,NA,NA,NA,NA,5,"DT","WAS","home","NYG",28.4921568627451
"35750","J.Jewell","Josey","Jewell",2018,NA,NA,NA,NA,NA,1,"LB","DEN","away","BAL",32.2029069767442
"35872","J.Johnson","Jovon","Johnson",2018,NA,NA,NA,1,NA,NA,"DB","ARI","away","MIN",32.1076923076923
"35981","J.Johnson","Jaylen","Johnson",2018,1,1,NA,1,NA,4,"DE","CHI","home","LA",28.9517921146953
"36012","J.Johnson","Jalil","Johnson",2018,NA,NA,1,NA,NA,1,"DB","CHI","home","MIN",32.1985185185185
"36058","J.Johnson","James-Michael","Johnson",2017,NA,NA,NA,NA,NA,4,"LB","DAL","home","LA",30.4395348837209
"36180","J.Johnson","Jovon","Johnson",2018,1,NA,NA,1,NA,2,"DB","GB","away","LA",28.368779342723
"36289","J.Johnson","Jaylen","Johnson",2018,NA,NA,NA,1,NA,NA,"DE","GB","away","MIN",29.1171497584541
"36320","J.Johnson","Jalil","Johnson",2018,NA,NA,NA,NA,NA,1,"DB","GB","home","MIN",36.6016339869281
"36366","J.Johnson","James-Michael","Johnson",2017,1,NA,NA,1,NA,2,"LB","HOU","away","LA",26.4925093632959
"36488","J.Johnson","Jovon","Johnson",2017,1,NA,NA,1,NA,2,"DB","JAX","home","LA",29.9951612903226
"36597","J.Johnson","Jaylen","Johnson",2017,NA,NA,NA,NA,NA,1,"DE","LA","away","SF",32.4270114942529
"36628","J.Johnson","Jalil","Johnson",2018,NA,NA,1,2,NA,1,"DB","LAC","away","LA",30.3724747474747
"36674","J.Johnson","James-Michael","Johnson",2018,2,NA,NA,2,NA,4,"LB","MIN","away","LA",28.278125
"36796","J.Johnson","Jovon","Johnson",2017,NA,NA,NA,1,NA,3,"DB","NO","away","LA",34.0952380952381
"36905","J.Johnson","Jaylen","Johnson",2017,1,NA,NA,2,NA,2,"DE","NYG","home","LA",26.6333333333333
"36936","J.Johnson","Jalil","Johnson",2018,NA,NA,NA,1,NA,2,"DB","NYJ","home","MIN",33.3912087912088
"36982","J.Johnson","James-Michael","Johnson",2018,2,1,NA,3,NA,4,"LB","OAK","home","LA",28.2746527777778
"37104","J.Johnson","Jovon","Johnson",2017,2,1,NA,NA,NA,2,"DB","SEA","away","LA",28.2134099616858
"37213","J.Johnson","Jaylen","Johnson",2017,1,NA,NA,1,NA,2,"DE","SEA","home","LA",28.7660173160173
"37244","J.Johnson","Jalil","Johnson",2018,NA,NA,NA,1,0,2,"DB","SEA","home","LA",29.299375
"37290","J.Johnson","James-Michael","Johnson",2017,NA,NA,NA,NA,NA,4,"LB","SF","away","LA",27.7270562770563
"37412","J.Johnson","Jovon","Johnson",2018,NA,NA,NA,NA,NA,1,"DB","WAS","home","NYG",28.4921568627451
"37552","J.Jones","Jarnor","Jones",2018,NA,NA,NA,NA,NA,4,"DB","ATL","away","GB",32.1471264367816
"37612","J.Jones","J.J.","Jones",2018,NA,NA,NA,NA,NA,1,"LB","ATL","away","NO",33.6652610441767
"37626","J.Jones","Joshua","Jones",2018,NA,NA,NA,NA,NA,1,"LB","ATL","away","NO",33.6652610441767
"37640","J.Jones","Jordan","Jones",2018,NA,NA,NA,NA,NA,1,"LB","ATL","away","NO",33.6652610441767
"37668","J.Jones","Jarvis","Jones",2018,NA,NA,NA,NA,NA,1,"LB","ATL","away","WAS",30.0781746031746
"37703","J.Jones","Jason","Jones",2018,NA,NA,NA,NA,NA,1,"DE","ATL","home","CAR",31.9603375527426
"37734","J.Jones","Julian","Jones",2017,NA,NA,NA,NA,NA,4,"DB","ATL","home","GB",31.1701646090535
"37748","J.Jones","Jeremy","Jones",2017,NA,NA,NA,NA,NA,4,"DB","ATL","home","GB",31.1701646090535
"37760","J.Jones","Justin","Jones",2017,NA,NA,NA,NA,NA,4,"DT","ATL","home","GB",31.1701646090535
"37788","J.Jones","Johnny","Jones",2017,NA,NA,NA,NA,NA,6,"DT","BAL","away","GB",32.1116883116883
"37838","J.Jones","J.T.","Jones",2018,NA,NA,NA,NA,NA,1,"DL","BAL","home","DEN",27.1429824561404
"37958","J.Jones","Jonathan","Jones",2018,NA,NA,NA,NA,NA,2,"DB","BUF","home","NE",34.6788235294118
"37964","J.Jones","Jarron","Jones",2018,NA,NA,NA,NA,NA,2,"DL","BUF","home","NE",34.6788235294118
"38004","J.Jones","Joeseph","Jones",2017,NA,NA,NA,NA,NA,2,"LB","CAR","away","NE",34.8533755274262
"38126","J.Jones","Jarnor","Jones",2017,NA,NA,NA,NA,NA,4,"DB","CHI","home","GB",29.7751028806584
"38186","J.Jones","J.J.","Jones",2018,1,1,NA,NA,0,2,"LB","CHI","home","NE",29.9535256410256
"38200","J.Jones","Joshua","Jones",2018,1,1,NA,NA,0,2,"LB","CHI","home","NE",29.9535256410256
"38214","J.Jones","Jordan","Jones",2018,1,1,NA,NA,0,2,"LB","CHI","home","NE",29.9535256410256
"38242","J.Jones","Jarvis","Jones",2017,NA,NA,NA,3,2,9,"LB","CIN","away","GB",29.5491341991342
"38277","J.Jones","Jason","Jones",2018,NA,NA,NA,NA,NA,4,"DE","CIN","home","DEN",29.8810861423221
"38308","J.Jones","Julian","Jones",2018,NA,NA,NA,NA,NA,1,"DB","CLE","away","DEN",31.7698039215686
"38322","J.Jones","Jeremy","Jones",2018,NA,NA,NA,NA,NA,1,"DB","CLE","away","DEN",31.7698039215686
"38334","J.Jones","Justin","Jones",2018,NA,NA,NA,NA,NA,1,"DT","CLE","away","DEN",31.7698039215686
"38362","J.Jones","Johnny","Jones",2017,1,NA,1,NA,1,3,"DT","CLE","away","PIT",31.930615942029
"38412","J.Jones","J.T.","Jones",2017,3,1,NA,NA,NA,1,"DL","CLE","home","GB",32.6452991452991
"38532","J.Jones","Jonathan","Jones",2018,NA,NA,NA,NA,NA,1,"DB","DEN","away","NYJ",31.0952127659574
"38538","J.Jones","Jarron","Jones",2018,NA,NA,NA,NA,NA,1,"DL","DEN","away","NYJ",31.0952127659574
"38578","J.Jones","Joeseph","Jones",2017,NA,NA,NA,NA,NA,1,"LB","DEN","away","WAS",31.7795454545455
"38700","J.Jones","Jarnor","Jones",2018,NA,NA,NA,NA,NA,1,"DB","DEN","home","KC",32.0044303797468
"38760","J.Jones","J.J.","Jones",2018,NA,NA,NA,NA,NA,1,"LB","DEN","home","SEA",29.3340277777778
"38774","J.Jones","Joshua","Jones",2018,NA,NA,NA,NA,NA,1,"LB","DEN","home","SEA",29.3340277777778
"38788","J.Jones","Jordan","Jones",2018,NA,NA,NA,NA,NA,1,"LB","DEN","home","SEA",29.3340277777778
"38816","J.Jones","Jarvis","Jones",2017,NA,NA,NA,1,NA,4,"LB","DET","away","GB",34.1866255144033
